Beep1Org1Total,Beep1Org2Total,Beep2Org1Total,Beep2Org2Total,DeterministicGates,Hits,ID,Misses,alive,allBeep1Org1Total,allBeep1Org2Total,allBeep2Org1Total,allBeep2Org2Total,allHits,allMisses,allscore,gates,genomeLength,nextNodesConnections,nodesConnections,score,timeOfBirth,update
2997.000000,7100.000000,9366.666667,0.000000,6,0.000000,51,0.000000,1,"[3176,3213,2602]","[7100,7300,6900]","[9400,9500,9200]","[0,0,0]","[0,0,0]","[0,0,0]","[576.678267,706.968052,593.293318]",6,5000,"[0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,1,0,1,0,0]","[2,0,1,0,1,0,0,1,0,0,1,1,0,2,0,0,0,1,2,0,0,0,1,1,1,3,0]",625.646546,0,0
