Beep1Org1Total,Beep1Org2Total,Beep2Org1Total,Beep2Org2Total,DeterministicGates,Hits,ID,Misses,RP00,RP01,RP02,RP03,RP04,RP05,RP06,RP07,RP08,RP09,RP10,RP11,RP12,RP13,RP14,RP15,RP16,RP17,RP18,RP19,RP20,RP21,RP22,RP23,RP24,RP25,RP26,RP27,RP28,RP29,RP30,RP31,RP32,RP33,RP34,RP35,alive,allBeep1Org1Total,allBeep1Org2Total,allBeep2Org1Total,allBeep2Org2Total,allHits,allMisses,allRP00,allRP01,allRP02,allRP03,allRP04,allRP05,allRP06,allRP07,allRP08,allRP09,allRP10,allRP11,allRP12,allRP13,allRP14,allRP15,allRP16,allRP17,allRP18,allRP19,allRP20,allRP21,allRP22,allRP23,allRP24,allRP25,allRP26,allRP27,allRP28,allRP29,allRP30,allRP31,allRP32,allRP33,allRP34,allRP35,allscore,gates,genomeLength,nextNodesConnections,nodesConnections,score,timeOfBirth,update
6400.000000,6400.000000,6384.000000,6384.000000,6,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,"[6400,6400,6400]","[6400,6400,6400]","[6384,6384,6384]","[6384,6384,6384]","[0,0,0]","[0,0,0]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]","[0.000000,0.000000,0.000000]",6,5000,"[1,0,0,0,0,1,1,0,1,1,2,2,2,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0]","[2,0,1,3,0,1,0,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0]",0.000000,0,0
